BASE_PRECINCT,WINNER_CANDIDATE_16,WINNER_PARTY_16,MARGIN_PERCENTPOINTS_16,VOTE_SHARE_WINNER_16,WINNER_TEXT_16,CT_WINNER_CANDIDATE_16,CT_WINNER_PARTY_16,CT_WINNER_TEXT_16,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
595,Patrick Murphy (DEM),DEM,19.72,58.31,Patrick Murphy (DEM) won with 58.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Juan P. Duarte Park,585,Majority Hispanic,Other,39.8,27,3.4,4.6,86.2,5.8,Miami
596,Marco Rubio (REP),REP,5.53,51.59,Marco Rubio (REP) won with 51.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Fire Station #7,2687,Majority Hispanic,Other,30,33,5.7,1.7,86.5,6.1,Miami
597,Patrick Murphy (DEM),DEM,50.00,75.00,Patrick Murphy (DEM) won with 75% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
598,Patrick Murphy (DEM),DEM,30.41,63.51,Patrick Murphy (DEM) won with 63.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Moore Park,496,Majority Hispanic,Other,47.2,23.2,1.8,15.3,78,4.8,Miami
599,Patrick Murphy (DEM),DEM,42.51,70.29,Patrick Murphy (DEM) won with 70.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Wynwood Community Resource Center,1820,Other,Other,40.7,16.6,46.1,7.5,34.2,12.2,Miami
601,Marco Rubio (REP),REP,15.33,56.54,Marco Rubio (REP) won with 56.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,The Country Club of Coral Gables,1798,Majority Hispanic,Other,33.2,36.6,34.3,0.7,58.5,6.5,Coral Gables
602,Marco Rubio (REP),REP,6.65,52.34,Marco Rubio (REP) won with 52.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,First UTD Methodist Church of Coral Gables,1531,Majority Hispanic,Other,32.9,37.9,35.7,0.9,57.2,6.2,Coral Gables
603,Patrick Murphy (DEM),DEM,10.69,53.79,Patrick Murphy (DEM) won with 53.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Central Christian Church of Dade County,384,Majority Hispanic,Other,37.8,24.7,20.8,2.1,70.6,6.5,Unincorporated M-D
604,Patrick Murphy (DEM),DEM,15.85,56.29,Patrick Murphy (DEM) won with 56.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,American Legion Post #98,2865,Majority Hispanic,Other,36.8,27.7,35.7,1.4,54.1,8.8,Coral Gables
606,Patrick Murphy (DEM),DEM,22.32,59.88,Patrick Murphy (DEM) won with 59.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South Miami American Legion #31,2647,Other,Other,42.4,25.7,37,8.4,45.6,9,South Miami
607,Marco Rubio (REP),REP,9.29,54.05,Marco Rubio (REP) won with 54.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Coral Gables Congregational Church,2046,Majority Hispanic,Other,35,37.3,40.5,0.4,52.9,6.3,Coral Gables
608,Marco Rubio (REP),REP,18.32,58.48,Marco Rubio (REP) won with 58.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,The Country Club of Coral Gables,2070,Majority Hispanic,Other,29.4,41.5,40.2,0.6,52.4,6.8,Coral Gables
609,Patrick Murphy (DEM),DEM,0.16,49.08,Patrick Murphy (DEM) won with 49.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Coral Gables War Memorial Youth Center,2112,Majority Hispanic,Other,35.7,29.2,39.3,1.6,50.1,8.9,Coral Gables
611,Marco Rubio (REP),REP,22.46,60.48,Marco Rubio (REP) won with 60.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Coral Gables Senior High School,2133,Majority Hispanic,Other,26.9,43.2,39.4,1.3,52.2,7,Coral Gables
612,Patrick Murphy (DEM),DEM,1.33,50.39,Patrick Murphy (DEM) won with 50.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,St. Augustine Catholic Church,1193,Other,Other,36.9,32.1,40.4,3.9,44,11.7,Coral Gables
613,Marco Rubio (REP),REP,3.65,51.04,Marco Rubio (REP) won with 51% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ponce De Leon Middle School,1689,Other,Other,31.6,33.9,44.8,2.1,44,9,Coral Gables
614,Marco Rubio (REP),REP,11.63,54.72,Marco Rubio (REP) won with 54.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Coral Gables Fire Station #2,1262,Majority Hispanic,Other,29.8,38.3,40.2,0.8,50.5,8.6,Coral Gables
615,Marco Rubio (REP),REP,13.88,56.07,Marco Rubio (REP) won with 56.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Coco Plum Woman's Club,1775,Other,Other,30,40,43.8,0.3,49.5,6.4,Coral Gables
616,Marco Rubio (REP),REP,8.14,53.54,Marco Rubio (REP) won with 53.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Chamber South,1443,Majority White,Other,33.1,34.7,51.4,1.4,38.1,9.1,Pinecrest
617,Marco Rubio (REP),REP,24.66,61.66,Marco Rubio (REP) won with 61.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Coral Gables Fire Station #3,3292,Other,Other,25.9,43.8,46,0.8,45.9,7.3,Coral Gables
618,Marco Rubio (REP),REP,19.88,59.00,Marco Rubio (REP) won with 59% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Pinecrest Branch Library,1257,Majority White,Other,28.3,40.3,51.9,0.9,39.5,7.7,Coral Gables
621,Patrick Murphy (DEM),DEM,43.75,70.85,Patrick Murphy (DEM) won with 70.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Gibson Bethel Community Center,2657,Other,Heavily Democrat,52.3,18.9,25,31.2,33.1,10.8,South Miami
622,Marco Rubio (REP),REP,14.66,56.03,Marco Rubio (REP) won with 56% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Cristiana Comunidad de Esperanza,154,Majority Hispanic,Other,27.9,45.5,35.1,0,60.4,4.5,South Miami
623,Patrick Murphy (DEM),DEM,4.00,51.62,Patrick Murphy (DEM) won with 51.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,One City Church,670,Other,Other,37.9,33.4,44.9,2.1,45.7,7.3,South Miami
624,Patrick Murphy (DEM),DEM,15.58,56.56,Patrick Murphy (DEM) won with 56.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Knights of Columbus Miami Council 1749,1486,Other,Other,33.5,24,39.1,1.8,48.9,10.2,Miami
625,Patrick Murphy (DEM),DEM,12.89,55.32,Patrick Murphy (DEM) won with 55.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Coral Pine Park,2222,Other,Other,38.1,28.7,39.9,2.1,47.3,10.7,Pinecrest
626,Marco Rubio (REP),REP,7.19,53.28,Marco Rubio (REP) won with 53.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Christ The King Lutheran Church,622,Majority White,Other,30.7,40.5,53.9,1,37.1,8,Coral Gables
627,Marco Rubio (REP),REP,6.03,52.29,Marco Rubio (REP) won with 52.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Kendall United Methodist Church,2099,Other,Other,33.7,33.6,45.8,1.6,44,8.6,Pinecrest
628,Marco Rubio (REP),REP,8.23,53.44,Marco Rubio (REP) won with 53.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Palmetto Senior High Community School,1255,Other,Other,31.7,36.2,46.9,1.7,39.3,12.2,Pinecrest
630,Marco Rubio (REP),REP,8.54,53.51,Marco Rubio (REP) won with 53.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Palmetto Elementary School,1674,Other,Other,30.7,37.3,46.5,1.9,42.1,9.6,Pinecrest
631,Marco Rubio (REP),REP,5.78,51.85,Marco Rubio (REP) won with 51.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Palmetto Middle School,843,Majority White,Other,36.2,35.5,54.2,0.8,35.7,9.3,Pinecrest
632,Patrick Murphy (DEM),DEM,3.20,50.30,Patrick Murphy (DEM) won with 50.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Bet Shira Congregation,2226,Other,Other,35,33.2,46.8,2,41.2,10.1,Pinecrest
633,Patrick Murphy (DEM),DEM,9.71,53.55,Patrick Murphy (DEM) won with 53.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Wesley United Methodist Church,2387,Majority Hispanic,Other,33.7,27.4,22,1.9,68.6,7.5,Coral Gables
634,Patrick Murphy (DEM),DEM,84.55,91.82,Patrick Murphy (DEM) won with 91.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Elizabeth Virrick Park,317,Majority Black,Heavily Democrat,74.1,5.7,11,70.7,12.3,6,Coral Gables
635,Patrick Murphy (DEM),DEM,11.73,55.31,Patrick Murphy (DEM) won with 55.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami-Dade Water & Sewer Authority,223,Majority White,Other,39,25.6,53.4,0.9,39.5,6.3,Coral Gables
636,Marco Rubio (REP),REP,3.84,50.88,Marco Rubio (REP) won with 50.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Coral Gables War Memorial Youth Center,3056,Majority Hispanic,Other,33.5,34,39.3,1.7,52,7,Coral Gables
640,Patrick Murphy (DEM),DEM,5.02,51.54,Patrick Murphy (DEM) won with 51.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Watsco Center at University of Miami,2370,Other,Other,37.6,25.1,47.8,6,20.5,25.7,Coral Gables
641,Marco Rubio (REP),REP,1.11,49.68,Marco Rubio (REP) won with 49.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Riviera Presbyterian Church,2438,Majority White,Other,37.7,31.6,50.8,1.2,39.2,8.8,Unincorporated M-D
642,Patrick Murphy (DEM),DEM,10.74,53.69,Patrick Murphy (DEM) won with 53.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,One City Church,628,Majority Hispanic,Other,33.6,26.6,37.4,2.7,50.3,9.6,Unincorporated M-D
643,Patrick Murphy (DEM),DEM,1.76,49.83,Patrick Murphy (DEM) won with 49.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Central Christian Church of Dade County,1235,Majority Hispanic,Other,34.5,33.3,24.9,1.4,67.4,6.3,Unincorporated M-D
644,Patrick Murphy (DEM),DEM,14.46,56.45,Patrick Murphy (DEM) won with 56.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,American Legion Post #98,763,Other,Other,40.4,27,42.9,0.9,47.6,8.7,Coral Gables
646,Patrick Murphy (DEM),DEM,16.38,57.63,Patrick Murphy (DEM) won with 57.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Pinecrest Branch Library,229,Majority White,Other,40.6,32.8,59.8,0,34.1,6.1,Coral Gables
648,Patrick Murphy (DEM),DEM,62.07,81.03,Patrick Murphy (DEM) won with 81% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Christ The King Lutheran Church,70,Other,Other,45.7,8.6,48.6,0,17.1,34.3,Pinecrest
649,Patrick Murphy (DEM),DEM,9.71,54.17,Patrick Murphy (DEM) won with 54.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Palmetto Senior High Community School,1109,Majority White,Other,39.9,29.9,50.2,1.2,38.7,9.9,Pinecrest
650,Patrick Murphy (DEM),DEM,0.31,48.76,Patrick Murphy (DEM) won with 48.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Palmetto Middle School,427,Majority White,Other,34.4,32.8,51.8,0.9,40.5,6.8,Pinecrest
651,Marco Rubio (REP),REP,4.22,51.05,Marco Rubio (REP) won with 51.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Cristiana Comunidad de Esperanza,564,Majority Hispanic,Other,35.5,33.2,25.5,0.9,66.7,6.9,South Miami
652,Marco Rubio (REP),REP,16.63,57.95,Marco Rubio (REP) won with 57.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Cristiana Comunidad de Esperanza,580,Majority Hispanic,Other,30.2,35.3,30.9,0.5,62.1,6.6,South Miami
653,Marco Rubio (REP),REP,9.54,53.89,Marco Rubio (REP) won with 53.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,One City Church,767,Other,Other,29.6,36.1,48.2,1.4,42.2,8.1,South Miami
655,Patrick Murphy (DEM),DEM,33.33,66.67,Patrick Murphy (DEM) won with 66.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Jack Orr Senior Center,7,Majority Hispanic,Heavily Democrat,57.1,14.3,28.6,14.3,57.1,0,Miami
656,Patrick Murphy (DEM),DEM,19.01,58.22,Patrick Murphy (DEM) won with 58.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Jack Orr Senior Center,684,Majority Hispanic,Other,37.4,27.5,7.5,9.4,77.6,5.6,Miami
658,N/A,N/A,0.00,0.00,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Trinity Cathedral Hall,146,Other,Other,36.3,17.8,47.3,9.6,24,19.2,N/A
659,Patrick Murphy (DEM),DEM,24.85,60.43,Patrick Murphy (DEM) won with 60.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Trinity Cathedral Hall,440,Majority White,Other,37.7,24.3,57.7,0.9,31.4,10,Miami
667,Marco Rubio (REP),REP,2.15,49.66,Marco Rubio (REP) won with 49.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Shenandoah Branch Library,1377,Majority Hispanic,Other,30.5,36.7,18.5,1.2,73.1,7.2,Miami
668,N/A,N/A,0.00,0.00,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
669,Patrick Murphy (DEM),DEM,8.30,52.60,Patrick Murphy (DEM) won with 52.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Adventista del Septimo Dia,2477,Majority Hispanic,Other,34.9,30.1,5.1,4.6,84.9,5.3,Miami
670,Marco Rubio (REP),REP,21.98,60.08,Marco Rubio (REP) won with 60.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami-Dade County Auditorium,3138,Majority Hispanic,Other,28.3,36.3,5.5,0.9,87.3,6.3,Miami
672,Marco Rubio (REP),REP,4.39,50.76,Marco Rubio (REP) won with 50.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,David Fairchild Elementary School,1501,Majority Hispanic,Other,34.6,34.2,31.7,1.5,60.4,6.5,Unincorporated M-D
673,Patrick Murphy (DEM),DEM,53.15,75.68,Patrick Murphy (DEM) won with 75.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Gibson Bethel Community Center,499,Other,Heavily Democrat,55.9,18.4,24,33.5,31.1,11.4,Unincorporated M-D
674,Patrick Murphy (DEM),DEM,3.25,50.65,Patrick Murphy (DEM) won with 50.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Cristiana Comunidad de Esperanza,1000,Majority Hispanic,Other,37.3,34.6,41.5,1.1,50.5,6.9,Unincorporated M-D
693,Patrick Murphy (DEM),DEM,0.51,49.41,Patrick Murphy (DEM) won with 49.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Christina M. Eve Elementary School,2147,Majority Hispanic,Other,31.5,27.2,8.2,3.6,80.1,8.2,Unincorporated M-D
694,Marco Rubio (REP),REP,4.31,51.09,Marco Rubio (REP) won with 51.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Christina M. Eve Elementary School,3386,Majority Hispanic,Other,29.4,30.5,9.4,4.4,77,9.1,Unincorporated M-D
695,Marco Rubio (REP),REP,6.12,51.97,Marco Rubio (REP) won with 52% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Herbert A. Ammons Middle School,3404,Majority Hispanic,Other,27.9,36,9.2,5,78.6,7.3,Unincorporated M-D
696,Patrick Murphy (DEM),DEM,12.41,54.97,Patrick Murphy (DEM) won with 55% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Kenwood K-8 Center,4169,Majority Hispanic,Other,35.5,28.3,29.1,4.6,56.9,9.4,Unincorporated M-D
697,Marco Rubio (REP),REP,16.52,57.07,Marco Rubio (REP) won with 57.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Jane S. Roberts K-8 Center,2601,Majority Hispanic,Other,27.8,38.9,11,1.7,80.4,7,Unincorporated M-D
699,Patrick Murphy (DEM),DEM,5.72,51.81,Patrick Murphy (DEM) won with 51.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Kendall Breeze HOA,1494,Majority Hispanic,Other,31.9,29.4,19.1,4.4,62.6,13.9,Unincorporated M-D
700,Patrick Murphy (DEM),DEM,7.74,53.19,Patrick Murphy (DEM) won with 53.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Jorge Mas Canosa Middle School,1215,Majority Hispanic,Other,33.1,30.5,9.7,8.1,71.5,10.6,Unincorporated M-D
701,Marco Rubio (REP),REP,24.32,61.21,Marco Rubio (REP) won with 61.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Bowman Ashe/ Doolin K-8 Academy,3271,Majority Hispanic,Other,22.4,42.3,6.8,0.9,86.3,6,Unincorporated M-D
702,Marco Rubio (REP),REP,19.00,58.39,Marco Rubio (REP) won with 58.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Lake of the Meadows Recreation Center,2519,Majority Hispanic,Other,23.8,37.5,10.4,1.3,81.2,7.1,Unincorporated M-D
703,Marco Rubio (REP),REP,1.49,49.53,Marco Rubio (REP) won with 49.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ramblewood Condominium,3547,Majority Hispanic,Other,28.2,33.8,8,1.7,84.2,6.2,Unincorporated M-D
704,Marco Rubio (REP),REP,32.16,65.47,Marco Rubio (REP) won with 65.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Bent Tree Elementary School,2417,Majority Hispanic,Other,20.8,45.9,7,0.6,86,6.5,Unincorporated M-D
705,Marco Rubio (REP),REP,20.30,59.10,Marco Rubio (REP) won with 59.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami-Dade County Fire Station #37,2933,Majority Hispanic,Other,24,41.9,9.5,1.2,83.1,6.2,Unincorporated M-D
706,Marco Rubio (REP),REP,31.34,64.28,Marco Rubio (REP) won with 64.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Elim Missionary Assembly,2991,Majority Hispanic,Other,21.7,45.1,8.3,0.4,85.8,5.5,Unincorporated M-D
707,Marco Rubio (REP),REP,61.11,79.34,Marco Rubio (REP) won with 79.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,German American Social Club,849,Majority Hispanic,Heavily Republican,16.4,53.1,16.1,1.2,76.1,6.6,Unincorporated M-D
708,Marco Rubio (REP),REP,33.33,65.44,Marco Rubio (REP) won with 65.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Royal Palm Elementary School,2923,Majority Hispanic,Other,21.9,45.1,9.8,0.4,83.4,6.3,Unincorporated M-D
710,Marco Rubio (REP),REP,33.46,65.30,Marco Rubio (REP) won with 65.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Westwood Park,2040,Majority Hispanic,Other,22.8,45.7,14.8,0.3,79.4,5.5,Unincorporated M-D
711,Marco Rubio (REP),REP,10.22,54.21,Marco Rubio (REP) won with 54.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Devon Aire K-8 Center,3847,Majority Hispanic,Other,27.7,38,16.7,2.5,73.7,7.1,Unincorporated M-D
712,Marco Rubio (REP),REP,33.12,65.50,Marco Rubio (REP) won with 65.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Saint Timothy Catholic Church,2282,Majority Hispanic,Other,20.6,47.2,15.3,0.5,78,6.2,Unincorporated M-D
