LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,TOTAL_REGISTERED_VOTERS,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,NPA_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE
Last updated at 11-14-2022 21:00,X016,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),439,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),254,REP,698,0.57,62.89,0.14,36.39,DEM,Charlie Crist (DEM),185,26.5,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1611,Other,Other,46.5,18.2,33.5,19.3,23.8,44.9
Last updated at 11-14-2022 21:00,X017,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),186,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),166,REP,353,0.28,52.69,0.0,47.03,DEM,Charlie Crist (DEM),20,5.67,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,685,Other,Other,38.0,24.8,36.2,31.4,15.9,31.2
Last updated at 11-14-2022 21:00,X018,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),407,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),354,REP,765,0.26,53.2,0.26,46.27,DEM,Charlie Crist (DEM),53,6.93,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1437,Other,Other,41.5,25.5,31.2,33.7,13.8,33.3
Last updated at 11-14-2022 21:00,X019,Carmen Jackie Gimenez (NPA),18,NPA,Charlie Crist (DEM),2273,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1859,REP,4157,0.43,54.68,0.17,44.72,DEM,Charlie Crist (DEM),414,9.96,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,8183,Other,Other,41.7,22.2,34.7,23.2,16.4,42.0
Last updated at 11-14-2022 21:00,X020,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),75,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),39,REP,115,0.87,65.22,0.0,33.91,DEM,Charlie Crist (DEM),36,31.3,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,466,Other,Heavily Democrat,50.9,14.6,32.2,11.4,34.1,44.4
Last updated at 11-14-2022 21:00,X021,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),97,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),71,REP,170,1.18,57.06,0.0,41.76,DEM,Charlie Crist (DEM),26,15.29,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,500,Majority Hispanic,Other,42.4,17.6,37.2,14.6,23.2,52.2
Last updated at 11-14-2022 21:00,X022,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),1150,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1047,REP,2206,0.23,52.13,0.18,47.46,DEM,Charlie Crist (DEM),103,4.67,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4307,Other,Other,39.4,24.7,33.7,29.6,16.2,42.2
Last updated at 11-14-2022 21:00,X023,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),1737,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1448,REP,3197,0.19,54.33,0.19,45.29,DEM,Charlie Crist (DEM),289,9.04,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,6022,Other,Other,43.1,24.4,31.0,23.0,18.9,43.0
Last updated at 11-14-2022 21:00,X024,Carmen Jackie Gimenez (NPA),15,NPA,Charlie Crist (DEM),2067,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1915,REP,4004,0.37,51.62,0.17,47.83,DEM,Charlie Crist (DEM),152,3.8,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,7760,Other,Other,39.7,25.3,33.7,26.3,14.7,44.8
Last updated at 11-14-2022 21:00,X025,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1170,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),1269,REP,2458,0.41,47.6,0.37,51.63,REP,Ron DeSantis (REP),99,4.03,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4452,Other,Other,37.7,29.8,30.9,35.6,10.3,42.1
Last updated at 11-14-2022 21:00,X026,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),337,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),482,REP,823,0.12,40.95,0.36,58.57,REP,Ron DeSantis (REP),145,17.62,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1590,Other,Other,35.2,30.8,33.1,31.5,11.4,40.5
Last updated at 11-14-2022 21:00,X027,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),1971,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1896,REP,3883,0.31,50.76,0.1,48.83,DEM,Charlie Crist (DEM),75,1.93,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,7169,Other,Other,41.4,27.6,29.5,30.9,16.8,41.9
Last updated at 11-14-2022 21:00,X028,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),959,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1159,REP,2132,0.47,44.98,0.19,54.36,REP,Ron DeSantis (REP),200,9.38,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3979,Other,Other,38.2,28.5,32.3,23.0,14.4,48.3
Last updated at 11-14-2022 21:00,X029,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),485,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),655,REP,1151,0.61,42.14,0.35,56.91,REP,Ron DeSantis (REP),170,14.77,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2581,Majority Hispanic,Other,35.1,27.5,36.1,23.0,7.8,60.2
Last updated at 11-14-2022 21:00,Y001,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),1173,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),2177,REP,3358,0.12,34.93,0.12,64.83,REP,Ron DeSantis (REP),1004,29.9,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,7184,Majority White,Other,27.6,35.2,35.3,62.3,2.8,25.5
Last updated at 11-14-2022 21:00,Y002,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1032,DEM,Hector Roos (LPF),14,LPF,Ron DeSantis (REP),1239,REP,2295,0.44,44.97,0.61,53.99,REP,Ron DeSantis (REP),207,9.02,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5052,Majority White,Other,34.6,26.6,37.2,60.2,4.1,26.3
Last updated at 11-14-2022 21:00,Y003,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),844,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),1007,REP,1863,0.59,45.3,0.05,54.05,REP,Ron DeSantis (REP),163,8.75,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4956,Other,Other,38.7,22.5,37.3,44.1,10.7,35.1
Last updated at 11-14-2022 21:00,Y004,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),673,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),445,REP,1130,0.8,59.56,0.27,39.38,DEM,Charlie Crist (DEM),228,20.18,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3578,Other,Heavily Democrat,50.6,16.3,31.7,22.0,25.0,42.6
Last updated at 11-14-2022 21:00,Y005,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),841,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),161,REP,1011,0.59,83.18,0.3,15.92,DEM,Charlie Crist (DEM),680,67.26,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2960,Majority Black,Heavily Democrat,69.5,6.6,22.6,5.3,65.6,21.1
Last updated at 11-14-2022 21:00,Z001,Carmen Jackie Gimenez (NPA),18,NPA,Charlie Crist (DEM),1339,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),122,REP,1486,1.21,90.11,0.47,8.21,DEM,Charlie Crist (DEM),1217,81.9,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4684,Majority Black,Heavily Democrat,79.0,3.3,16.8,2.5,87.3,4.2
Last updated at 11-14-2022 21:00,Z002,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),458,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),558,REP,1027,0.88,44.6,0.19,54.33,REP,Ron DeSantis (REP),100,9.74,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2865,Other,Other,42.8,22.1,33.7,28.1,16.3,42.9
Last updated at 11-14-2022 21:00,Z003,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),79,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),28,REP,107,0.0,73.83,0.0,26.17,DEM,Charlie Crist (DEM),51,47.66,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,396,Other,Other,43.7,13.4,40.7,21.0,6.6,6.6
Last updated at 11-14-2022 21:00,Z004,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),50,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),157,REP,207,0.0,24.15,0.0,75.85,REP,Ron DeSantis (REP),107,51.69,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,409,Majority White,Other,23.5,44.5,29.8,76.5,4.2,8.6
Last updated at 11-14-2022 21:00,Z073,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),65,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),43,REP,108,0.0,60.19,0.0,39.81,DEM,Charlie Crist (DEM),22,20.37,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,949,Majority White,Other,36.8,27.7,34.8,62.7,10.1,7.4
