LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,TOTAL_REGISTERED_VOTERS,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,NPA_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE
Last updated at 11-14-2022 20:55,857,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),454,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),384,REP,851,0.94,53.35,0.59,45.12,DEM,Charlie Crist (DEM),70,8.23,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2202,Other,Other,43.0,21.3,34.3,35.5,28.3,26.5,9.7
Last updated at 11-14-2022 20:55,858,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),315,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),482,REP,803,0.37,39.23,0.37,60.02,REP,Ron DeSantis (REP),167,20.8,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1703,Other,Other,34.1,31.8,32.2,49.9,13.7,28.8,7.6
Last updated at 11-14-2022 20:55,859,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),340,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),571,REP,919,0.76,37.0,0.11,62.13,REP,Ron DeSantis (REP),231,25.14,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2046,Majority White,Other,33.4,32.4,32.0,58.0,11.5,22.9,7.6
Last updated at 11-14-2022 20:55,860,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),372,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),420,REP,801,0.87,46.44,0.25,52.43,REP,Ron DeSantis (REP),48,5.99,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1533,Majority White,Other,36.9,31.8,29.2,57.5,18.1,16.0,8.5
Last updated at 11-14-2022 20:55,862,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),24,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),104,REP,131,2.29,18.32,0.0,79.39,REP,Ron DeSantis (REP),80,61.07,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,277,Majority White,Other,22.0,49.1,27.8,67.9,0.7,25.3,6.1
Last updated at 11-14-2022 20:55,863,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),193,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),341,REP,543,0.74,35.54,0.92,62.8,REP,Ron DeSantis (REP),148,27.26,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1011,Majority White,Other,36.5,35.5,25.8,65.2,7.1,21.6,6.1
Last updated at 11-14-2022 20:55,867,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),1035,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1647,REP,2701,0.44,38.32,0.26,60.98,REP,Ron DeSantis (REP),612,22.66,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,5527,Majority White,Other,30.6,35.7,32.2,53.0,13.9,21.5,11.6
Last updated at 11-14-2022 20:55,868,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),405,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),570,REP,980,0.1,41.33,0.41,58.16,REP,Ron DeSantis (REP),165,16.84,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1814,Majority White,Other,34.1,34.0,30.2,53.5,14.3,20.7,11.5
Last updated at 11-14-2022 20:55,869,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),385,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),575,REP,972,0.62,39.61,0.62,59.16,REP,Ron DeSantis (REP),190,19.55,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1671,Majority White,Other,33.7,38.1,26.2,67.2,10.8,14.1,7.8
Last updated at 11-14-2022 20:55,871,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),778,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),1283,REP,2077,0.39,37.46,0.39,61.77,REP,Ron DeSantis (REP),505,24.31,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3524,Majority White,Other,33.1,38.5,26.6,63.7,16.8,10.9,8.6
Last updated at 11-14-2022 20:55,875,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),1028,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1439,REP,2481,0.32,41.43,0.24,58.0,REP,Ron DeSantis (REP),411,16.57,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4465,Majority White,Other,32.9,35.0,30.5,60.9,12.9,16.5,9.7
Last updated at 11-14-2022 20:55,876,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),361,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),675,REP,1049,0.38,34.41,0.86,64.35,REP,Ron DeSantis (REP),314,29.93,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1973,Majority White,Other,29.7,36.9,31.5,64.7,9.6,17.8,7.9
Last updated at 11-14-2022 20:55,879,Carmen Jackie Gimenez (NPA),15,NPA,Charlie Crist (DEM),1101,DEM,Hector Roos (LPF),10,LPF,Ron DeSantis (REP),1308,REP,2434,0.62,45.23,0.41,53.74,REP,Ron DeSantis (REP),207,8.5,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4409,Majority White,Other,36.9,31.6,30.0,57.1,15.5,17.2,10.1
Last updated at 11-14-2022 20:55,883,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),545,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),446,REP,1002,0.9,54.39,0.2,44.51,DEM,Charlie Crist (DEM),99,9.88,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3221,Other,Other,43.3,19.4,35.8,36.5,28.7,25.6,9.2
Last updated at 11-14-2022 20:55,884,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),28,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),90,REP,118,0.0,23.73,0.0,76.27,REP,Ron DeSantis (REP),62,52.54,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,301,Majority White,Other,26.6,38.5,33.9,70.8,8.0,15.3,6.0
Last updated at 11-14-2022 20:55,885,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),804,DEM,Hector Roos (LPF),15,LPF,Ron DeSantis (REP),838,REP,1671,0.84,48.11,0.9,50.15,REP,Ron DeSantis (REP),34,2.03,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4398,Other,Other,40.0,24.7,33.4,43.9,23.7,23.9,8.5
Last updated at 11-14-2022 20:55,886,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),234,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),314,REP,554,0.36,42.24,0.72,56.68,REP,Ron DeSantis (REP),80,14.44,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1174,Majority White,Other,35.9,31.7,31.0,59.9,11.7,19.6,8.9
Last updated at 11-14-2022 20:55,887,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),279,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),385,REP,671,0.89,41.58,0.15,57.38,REP,Ron DeSantis (REP),106,15.8,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1590,Majority White,Other,36.2,29.2,32.1,52.7,18.1,20.9,8.3
Last updated at 11-14-2022 20:55,888,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),46,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),97,REP,144,0.0,31.94,0.69,67.36,REP,Ron DeSantis (REP),51,35.42,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,353,Other,Other,37.7,25.5,35.1,45.3,23.8,21.5,9.3
Last updated at 11-14-2022 20:55,889,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),102,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),192,REP,296,0.68,34.46,0.0,64.86,REP,Ron DeSantis (REP),90,30.41,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,760,Majority White,Other,32.0,33.6,33.2,62.6,13.8,14.6,8.9
Last updated at 11-14-2022 20:55,890,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),60,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),74,REP,135,0.0,44.44,0.74,54.81,REP,Ron DeSantis (REP),14,10.37,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,219,Majority White,Other,35.6,38.8,24.2,55.7,18.7,17.4,8.2
Last updated at 11-14-2022 20:55,891,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),164,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),699,REP,868,0.23,18.89,0.35,80.53,REP,Ron DeSantis (REP),535,61.64,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1436,Majority White,Heavily Republican,23.7,51.7,22.6,73.0,4.0,17.1,5.9
Last updated at 11-14-2022 20:55,892,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),192,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),921,REP,1117,0.27,17.19,0.09,82.45,REP,Ron DeSantis (REP),729,65.26,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1795,Majority White,Heavily Republican,19.4,52.9,26.3,82.0,2.3,9.5,6.2
Last updated at 11-14-2022 20:55,893,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),168,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),195,REP,368,0.82,45.65,0.54,52.99,REP,Ron DeSantis (REP),27,7.34,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,799,Other,Other,37.5,29.5,31.2,46.2,19.8,25.8,8.3
Last updated at 11-14-2022 20:55,894,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),29,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),14,REP,44,2.27,65.91,0.0,31.82,DEM,Charlie Crist (DEM),15,34.09,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,114,Other,Heavily Democrat,55.3,20.2,21.9,36.0,37.7,15.8,10.5
Last updated at 11-14-2022 20:55,895,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),96,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),496,REP,596,0.5,16.11,0.17,83.22,REP,Ron DeSantis (REP),400,67.11,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,996,Majority White,Heavily Republican,20.1,51.1,27.0,73.9,5.5,12.1,8.4
Last updated at 11-14-2022 20:55,896,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),14,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),10,REP,24,0.0,58.33,0.0,41.67,DEM,Charlie Crist (DEM),4,16.67,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,58,Majority White,Other,31.0,20.7,39.7,75.9,1.7,10.3,12.1
Last updated at 11-14-2022 20:55,901,Carmen Jackie Gimenez (NPA),16,NPA,Charlie Crist (DEM),550,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),744,REP,1316,1.22,41.79,0.46,56.53,REP,Ron DeSantis (REP),194,14.74,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3456,Other,Other,38.4,24.0,35.6,39.1,19.9,34.5,6.5
Last updated at 11-14-2022 20:55,902,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),414,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),332,REP,751,0.53,55.13,0.13,44.21,DEM,Charlie Crist (DEM),82,10.92,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1600,Other,Other,45.9,23.0,29.3,39.0,36.9,17.2,6.9
Last updated at 11-14-2022 20:55,904,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),1014,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1325,REP,2348,0.13,43.19,0.26,56.43,REP,Ron DeSantis (REP),311,13.25,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3001,Majority White,Other,31.5,42.1,23.9,90.5,2.0,4.0,3.4
Last updated at 11-14-2022 20:55,905,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),58,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),234,REP,294,0.34,19.73,0.34,79.59,REP,Ron DeSantis (REP),176,59.86,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,701,Majority White,Other,22.8,42.5,33.4,64.8,2.3,27.0,6.0
Last updated at 11-14-2022 20:55,906,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),145,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),152,REP,300,0.0,48.33,1.0,50.67,REP,Ron DeSantis (REP),7,2.33,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,471,Majority White,Other,35.7,44.8,17.8,96.0,1.5,0.6,1.9
Last updated at 11-14-2022 20:55,907,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),226,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),692,REP,923,0.11,24.49,0.43,74.97,REP,Ron DeSantis (REP),466,50.49,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1307,Majority White,Heavily Republican,19.4,55.0,23.4,89.9,1.0,6.0,3.1
Last updated at 11-14-2022 20:55,908,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),1281,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1879,REP,3171,0.22,40.4,0.13,59.26,REP,Ron DeSantis (REP),598,18.86,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3869,Majority White,Other,30.1,43.2,24.6,93.0,1.6,2.4,3.0
Last updated at 11-14-2022 20:55,909,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),1211,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),2018,REP,3248,0.37,37.28,0.22,62.13,REP,Ron DeSantis (REP),807,24.85,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3857,Majority White,Other,26.0,48.1,23.7,91.9,2.0,2.4,3.7
Last updated at 11-14-2022 20:55,910,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),83,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),234,REP,321,0.62,25.86,0.62,72.9,REP,Ron DeSantis (REP),151,47.04,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,561,Majority White,Other,26.2,41.7,29.8,66.5,6.1,20.0,7.5
Last updated at 11-14-2022 20:55,911,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),233,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),544,REP,781,0.13,29.83,0.38,69.65,REP,Ron DeSantis (REP),311,39.82,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1362,Majority White,Other,23.3,43.5,30.5,82.5,1.5,12.0,4.0
Last updated at 11-14-2022 20:55,912,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),52,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),122,REP,174,0.0,29.89,0.0,70.11,REP,Ron DeSantis (REP),70,40.23,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,333,Majority White,Other,25.8,44.4,27.3,85.6,0.6,9.9,3.9
Last updated at 11-14-2022 20:55,913,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),2363,DEM,Hector Roos (LPF),13,LPF,Ron DeSantis (REP),3082,REP,5467,0.16,43.22,0.24,56.37,REP,Ron DeSantis (REP),719,13.15,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,9805,Majority White,Other,34.7,32.0,31.2,53.9,13.0,25.9,7.2
Last updated at 11-14-2022 20:55,914,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),591,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),461,REP,1065,0.66,55.49,0.56,43.29,DEM,Charlie Crist (DEM),130,12.21,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2449,Other,Other,43.9,21.9,31.4,34.7,31.5,24.3,9.5
Last updated at 11-14-2022 20:55,915,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),314,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),258,REP,573,0.0,54.8,0.17,45.03,DEM,Charlie Crist (DEM),56,9.77,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1204,Other,Other,42.1,23.3,32.2,37.5,27.9,22.4,12.2
Last updated at 11-14-2022 20:55,916,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),826,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),522,REP,1367,0.95,60.42,0.44,38.19,DEM,Charlie Crist (DEM),304,22.24,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3328,Other,Other,45.9,18.0,34.4,29.2,35.5,27.2,8.1
Last updated at 11-14-2022 20:55,917,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),48,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),241,REP,289,0.0,16.61,0.0,83.39,REP,Ron DeSantis (REP),193,66.78,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,429,Majority White,Heavily Republican,14.0,55.9,28.0,87.9,0.7,6.3,5.1
Last updated at 11-14-2022 20:55,918,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),83,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),419,REP,506,0.2,16.4,0.59,82.81,REP,Ron DeSantis (REP),336,66.4,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,829,Majority White,Heavily Republican,15.6,59.7,22.9,89.3,2.9,4.9,2.9
Last updated at 11-14-2022 20:55,919,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),253,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),682,REP,939,0.11,26.94,0.32,72.63,REP,Ron DeSantis (REP),429,45.69,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1675,Majority White,Other,23.0,44.5,30.5,68.2,7.5,16.6,7.6
Last updated at 11-14-2022 20:55,920,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),57,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),49,REP,107,0.93,53.27,0.0,45.79,DEM,Charlie Crist (DEM),8,7.48,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,272,Other,Other,42.3,22.8,30.9,24.6,27.9,37.5,9.9
Last updated at 11-14-2022 20:55,921,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),646,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),961,REP,1613,0.06,40.05,0.31,59.58,REP,Ron DeSantis (REP),315,19.53,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2113,Majority White,Other,30.1,44.0,23.9,90.0,2.1,4.6,3.3
Last updated at 11-14-2022 20:55,922,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),57,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),179,REP,238,0.42,23.95,0.42,75.21,REP,Ron DeSantis (REP),122,51.26,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,308,Majority White,Heavily Republican,14.0,52.6,29.9,85.4,2.9,5.5,6.2
Last updated at 11-14-2022 20:55,923,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),240,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),387,REP,631,0.16,38.03,0.48,61.33,REP,Ron DeSantis (REP),147,23.3,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1183,Majority White,Other,31.9,34.3,31.5,59.8,19.9,11.0,9.2
Last updated at 11-14-2022 20:55,924,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),190,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),226,REP,419,0.72,45.35,0.0,53.94,REP,Ron DeSantis (REP),36,8.59,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,864,Other,Other,39.1,28.2,31.0,48.0,29.1,16.7,6.3
Last updated at 11-14-2022 20:55,925,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),293,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),534,REP,830,0.0,35.3,0.36,64.34,REP,Ron DeSantis (REP),241,29.04,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1099,Majority White,Other,25.5,49.3,22.2,89.1,2.6,4.0,4.3
Last updated at 11-14-2022 20:55,926,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),17,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),81,REP,100,1.0,17.0,1.0,81.0,REP,Ron DeSantis (REP),64,64.0,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,218,Majority White,Other,22.9,45.9,28.9,68.8,4.6,21.1,5.5
Last updated at 11-14-2022 20:55,927,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),197,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),295,REP,495,0.2,39.8,0.4,59.6,REP,Ron DeSantis (REP),98,19.8,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,597,Majority White,Heavily Republican,26.1,54.3,18.9,96.5,1.0,0.5,2.0
Last updated at 11-14-2022 20:55,928,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),149,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),370,REP,523,0.76,28.49,0.0,70.75,REP,Ron DeSantis (REP),221,42.26,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,861,Majority White,Other,24.9,41.9,30.3,87.0,1.2,7.5,4.3
Last updated at 11-14-2022 20:55,929,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),1103,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1932,REP,3052,0.36,36.14,0.2,63.3,REP,Ron DeSantis (REP),829,27.16,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3881,Majority White,Other,26.9,48.3,22.6,88.0,4.3,3.7,4.0
Last updated at 11-14-2022 20:55,930,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),489,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),662,REP,1162,0.6,42.08,0.34,56.97,REP,Ron DeSantis (REP),173,14.89,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2223,Majority White,Other,34.1,31.7,31.7,58.7,15.0,16.7,9.5
