LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,CANDIDATE_NAME_5,VOTES_WON_5,CANDIDATE_PARTY_5,CANDIDATE_NAME_6,VOTES_WON_6,CANDIDATE_PARTY_6,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,VOTE_SHARE_5,VOTE_SHARE_6,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_VOTE_SHARE_5,CT_VOTE_SHARE_6,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_16,WINNER_PARTY_16,MARGIN_PERCENTPOINTS_16,VOTE_SHARE_WINNER_16,WINNER_TEXT_16,CT_WINNER_CANDIDATE_16,CT_WINNER_PARTY_16,CT_WINNER_TEXT_16,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-14-2023 03:17,458,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),143,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),163,DEM,Write-In (OTHER),2,OTHER,311,0.32,45.98,0.64,0.0,52.41,0.64,DEM,Val Demings (DEM),20,6.43,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,39.41,68.54,Patrick Murphy (DEM) won with 68.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami-Dade County Fair & Expo Center,1005,Other,Other,45,20.3,13.5,19.4,48.9,18.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,459,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),432,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),64,DEM,Write-In (OTHER),0,OTHER,498,0.4,86.75,0.0,0.0,12.85,0.0,REP,Marco Rubio (REP),368,73.9,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,53.61,76.02,Marco Rubio (REP) won with 76% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Greenglade Elementary School,910,Majority Hispanic,Heavily Republican,16.2,51.8,7.8,0.3,85.8,6,Unincorporated M-D
Last updated at 02-14-2023 03:17,460,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),12,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),9,DEM,Write-In (OTHER),0,OTHER,21,0.0,57.14,0.0,0.0,42.86,0.0,REP,Marco Rubio (REP),3,14.29,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,46.88,71.88,Marco Rubio (REP) won with 71.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Sweetwater Elementary School,42,Majority Hispanic,Heavily Republican,19,54.8,2.4,2.4,92.9,2.4,Sweetwater
Last updated at 02-14-2023 03:17,461,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),1269,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),433,DEM,Write-In (OTHER),2,OTHER,1714,0.23,74.04,0.23,0.12,25.26,0.12,REP,Marco Rubio (REP),836,48.77,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,22.44,60.24,Marco Rubio (REP) won with 60.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,John A. Ferguson Senior High School,3463,Majority Hispanic,Other,23.1,41.6,6,0.5,87.2,6.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,462,Dennis Misigoy (LPF),7,LPF,Marco Rubio (REP),1888,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),7,NPA,Val Demings (DEM),1011,DEM,Write-In (OTHER),0,OTHER,2917,0.24,64.72,0.14,0.24,34.66,0.0,REP,Marco Rubio (REP),877,30.07,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,1.71,49.78,Patrick Murphy (DEM) won with 49.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ronald W. Reagan/Doral Senior High School,6589,Majority Hispanic,Other,24.3,23.8,9.3,2.2,80.2,8.3,Doral
Last updated at 02-14-2023 03:17,463,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),0,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),0,DEM,Write-In (OTHER),0,OTHER,0,0.0,0.0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,N/A,N/A,0.0,0.0,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-14-2023 03:17,464,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),515,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),134,DEM,Write-In (OTHER),1,OTHER,656,0.46,78.51,0.0,0.46,20.43,0.15,REP,Marco Rubio (REP),381,58.08,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,42.15,70.72,Marco Rubio (REP) won with 70.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Sweetwater Elementary School,1160,Majority Hispanic,Other,19.5,49.4,6.6,0.3,87.2,5.9,Sweetwater
Last updated at 02-14-2023 03:17,465,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),768,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),209,DEM,Write-In (OTHER),1,OTHER,985,0.41,77.97,0.1,0.2,21.22,0.1,REP,Marco Rubio (REP),559,56.75,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,36.93,67.63,Marco Rubio (REP) won with 67.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,West End Park Community House,1912,Majority Hispanic,Other,21.9,48,5.1,0.6,88.3,6,Miami
Last updated at 02-14-2023 03:17,466,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),532,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),160,DEM,Write-In (OTHER),0,OTHER,702,0.28,75.78,0.71,0.43,22.79,0.0,REP,Marco Rubio (REP),372,52.99,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,7.85,52.89,Marco Rubio (REP) won with 52.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,MDC Herbert S. Saffir Permit & Inspection Ctr,1607,Majority Hispanic,Other,25.5,39.5,3.7,0.7,87.5,8.1,Unincorporated M-D
Last updated at 02-14-2023 03:17,467,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),965,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),246,DEM,Write-In (OTHER),0,OTHER,1217,0.41,79.29,0.08,0.0,20.21,0.0,REP,Marco Rubio (REP),719,59.08,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,33.25,65.43,Marco Rubio (REP) won with 65.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia El Redentor - Asamblea de Dios,2220,Majority Hispanic,Other,20.9,46.4,6.9,0.7,86.4,5.9,Unincorporated M-D
Last updated at 02-14-2023 03:17,468,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),549,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),363,DEM,Write-In (OTHER),1,OTHER,920,0.33,59.67,0.22,0.22,39.46,0.11,REP,Marco Rubio (REP),186,20.22,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,0.36,49.15,Patrick Murphy (DEM) won with 49.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Morgan Levy Park,1862,Majority Hispanic,Other,26.3,22.9,12.6,1.7,77.8,7.9,Doral
Last updated at 02-14-2023 03:17,469,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),1539,REP,Steven B. Grant (NPA),13,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),558,DEM,Write-In (OTHER),2,OTHER,2118,0.14,72.66,0.61,0.14,26.35,0.09,REP,Marco Rubio (REP),981,46.32,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,17.93,58.18,Marco Rubio (REP) won with 58.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Arts Studio 6-12 @ Zelda Glazer,4221,Majority Hispanic,Other,23.7,38.8,6.4,1.2,85.1,7.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,470,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),643,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),398,DEM,Write-In (OTHER),0,OTHER,1051,0.48,61.18,0.48,0.0,37.87,0.0,REP,Marco Rubio (REP),245,23.31,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,13.86,55.93,Patrick Murphy (DEM) won with 55.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ruben Dario Middle School,2592,Majority Hispanic,Other,29.3,31.1,7.5,2,82.9,7.5,Unincorporated M-D
Last updated at 02-14-2023 03:17,471,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),801,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),246,DEM,Write-In (OTHER),2,OTHER,1055,0.28,75.92,0.09,0.19,23.32,0.19,REP,Marco Rubio (REP),555,52.61,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,38.06,68.17,Marco Rubio (REP) won with 68.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Royal Ballrooms Banquet Hall,2025,Majority Hispanic,Other,22.1,46.7,6.8,0.6,86.4,6.1,Unincorporated M-D
Last updated at 02-14-2023 03:17,472,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),846,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),237,DEM,Write-In (OTHER),0,OTHER,1086,0.0,77.9,0.28,0.0,21.82,0.0,REP,Marco Rubio (REP),609,56.08,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,44.49,71.52,Marco Rubio (REP) won with 71.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Chinese Baptist Church,1808,Majority Hispanic,Heavily Republican,17.1,52.1,6.9,0.5,87.9,4.7,Unincorporated M-D
Last updated at 02-14-2023 03:17,482,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),0,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),0,DEM,Write-In (OTHER),0,OTHER,0,0.0,0.0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,N/A,N/A,0.0,0.0,No votes were cast in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-14-2023 03:17,487,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),24,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),3,DEM,Write-In (OTHER),0,OTHER,27,0.0,88.89,0.0,0.0,11.11,0.0,REP,Marco Rubio (REP),21,77.78,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,4.55,52.27,Patrick Murphy (DEM) won with 52.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Sweetwater Elementary School,98,Majority Hispanic,Other,26.5,28.6,7.1,6.1,77.6,9.2,Sweetwater
Last updated at 02-14-2023 03:17,488,Dennis Misigoy (LPF),6,LPF,Marco Rubio (REP),1057,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),390,DEM,Write-In (OTHER),0,OTHER,1459,0.41,72.45,0.27,0.14,26.73,0.0,REP,Marco Rubio (REP),667,45.72,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,2.15,49.61,Patrick Murphy (DEM) won with 49.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Jorge Mas Canosa Youth Center,3658,Majority Hispanic,Other,25.3,36.7,3.7,0.4,89.1,6.8,Sweetwater
Last updated at 02-14-2023 03:17,498,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),161,REP,Steven B. Grant (NPA),7,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),588,DEM,Write-In (OTHER),0,OTHER,761,0.66,21.16,0.92,0.0,77.27,0.0,DEM,Val Demings (DEM),427,56.11,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,72.93,85.16,Patrick Murphy (DEM) won with 85.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Eden Eglise Adventist DU 7th Jour,2218,Majority Black,Heavily Democrat,65.7,9.7,6.5,62,24,7.4,Miami
Last updated at 02-14-2023 03:17,499,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),0,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),6,DEM,Write-In (OTHER),0,OTHER,7,0.0,0.0,14.29,0.0,85.71,0.0,DEM,Val Demings (DEM),5,71.43,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,88.24,94.12,Patrick Murphy (DEM) won with 94.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Liberty Square Community Center,50,Majority Black,Heavily Democrat,72,6,0,86,12,2,Miami
Last updated at 02-14-2023 03:17,500,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),660,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),147,DEM,Write-In (OTHER),0,OTHER,810,0.12,81.48,0.25,0.0,18.15,0.0,REP,Marco Rubio (REP),513,63.33,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,39.23,68.63,Marco Rubio (REP) won with 68.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Seminole Elementary School,1413,Majority Hispanic,Heavily Republican,19,51,6.9,1.2,85.6,6.3,Unincorporated M-D
Last updated at 02-14-2023 03:17,501,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),82,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),332,DEM,Write-In (OTHER),2,OTHER,422,0.47,19.43,0.47,0.47,78.67,0.47,DEM,Val Demings (DEM),250,59.24,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,74.18,85.92,Patrick Murphy (DEM) won with 85.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Jesse J. McCrary Jr. Elementary School,1614,Majority Black,Heavily Democrat,70.1,7.6,3.2,70.3,20,6.6,Miami
Last updated at 02-14-2023 03:17,502,Dennis Misigoy (LPF),7,LPF,Marco Rubio (REP),306,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),802,DEM,Write-In (OTHER),1,OTHER,1122,0.62,27.27,0.36,0.18,71.48,0.09,DEM,Val Demings (DEM),496,44.21,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,47.58,72.18,Patrick Murphy (DEM) won with 72.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Legion Memorial Park,2581,Other,Other,49.9,14.2,27.7,23.4,38.4,10.5,Miami
Last updated at 02-14-2023 03:17,503,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),397,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),220,DEM,Write-In (OTHER),0,OTHER,626,0.48,63.42,0.48,0.48,35.14,0.0,REP,Marco Rubio (REP),177,28.27,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,8.26,52.52,Marco Rubio (REP) won with 52.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,H U D,1228,Majority Hispanic,Other,28.1,46.2,8.5,5.4,81.1,5,Miami
Last updated at 02-14-2023 03:17,504,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),304,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),878,DEM,Write-In (OTHER),0,OTHER,1193,0.25,25.48,0.42,0.25,73.6,0.0,DEM,Val Demings (DEM),574,48.11,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,56.42,76.93,Patrick Murphy (DEM) won with 76.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Legion Memorial Park,2133,Other,Heavily Democrat,50.6,11.3,47.6,5.4,36.9,10,Miami
Last updated at 02-14-2023 03:17,505,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),54,REP,Steven B. Grant (NPA),6,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),446,DEM,Write-In (OTHER),2,OTHER,513,0.78,10.53,1.17,0.19,86.94,0.39,DEM,Val Demings (DEM),392,76.41,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,81.01,89.36,Patrick Murphy (DEM) won with 89.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,St. Matthew Freewill Baptist Church,1612,Majority Black,Heavily Democrat,75.1,4.5,2.4,78.4,12,7.2,Miami
Last updated at 02-14-2023 03:17,506,Dennis Misigoy (LPF),8,LPF,Marco Rubio (REP),45,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),323,DEM,Write-In (OTHER),0,OTHER,379,2.11,11.87,0.53,0.26,85.22,0.0,DEM,Val Demings (DEM),278,73.35,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,80.58,88.9,Patrick Murphy (DEM) won with 88.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Edison Courts Community Center,1278,Majority Black,Heavily Democrat,74.3,5.2,3.4,75.7,12.5,8.3,Miami
Last updated at 02-14-2023 03:17,507,Dennis Misigoy (LPF),3,LPF,Marco Rubio (REP),43,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),334,DEM,Write-In (OTHER),0,OTHER,383,0.78,11.23,0.52,0.26,87.21,0.0,DEM,Val Demings (DEM),291,75.98,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,82.98,90.93,Patrick Murphy (DEM) won with 90.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Thena C. Crowder Early Learning Center,1507,Majority Black,Heavily Democrat,75.6,5.3,0.7,80.3,13.5,5.5,Miami
Last updated at 02-14-2023 03:17,508,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),39,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),462,DEM,Write-In (OTHER),3,OTHER,513,0.78,7.6,0.58,0.39,90.06,0.58,DEM,Val Demings (DEM),423,82.46,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,82.38,89.92,Patrick Murphy (DEM) won with 89.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Liberty Square Community Center,2055,Majority Black,Heavily Democrat,78.6,3.6,0.6,82.3,11.3,5.7,Miami
Last updated at 02-14-2023 03:17,509,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),596,REP,Steven B. Grant (NPA),8,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),188,DEM,Write-In (OTHER),0,OTHER,795,0.13,74.97,1.01,0.25,23.65,0.0,REP,Marco Rubio (REP),408,51.32,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,22.28,59.98,Marco Rubio (REP) won with 60% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,The Universal Church of The Kingdom of God,1871,Majority Hispanic,Other,26.7,40.7,4.7,0.6,89.1,5.6,Miami
Last updated at 02-14-2023 03:17,510,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),322,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),134,DEM,Write-In (OTHER),0,OTHER,459,0.44,70.15,0.22,0.0,29.19,0.0,REP,Marco Rubio (REP),188,40.96,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,14.88,56.4,Marco Rubio (REP) won with 56.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,The Universal Church of The Kingdom of God,1053,Majority Hispanic,Other,25.1,35.6,4.9,0.9,86.2,7.9,Miami
Last updated at 02-14-2023 03:17,511,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),48,REP,Steven B. Grant (NPA),7,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),477,DEM,Write-In (OTHER),1,OTHER,536,0.37,8.96,1.31,0.19,88.99,0.19,DEM,Val Demings (DEM),429,80.04,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,78.92,87.68,Patrick Murphy (DEM) won with 87.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Jordan Grove Baptist Church,1799,Majority Black,Heavily Democrat,75.8,4.4,1.4,79,14.4,5.2,Miami
