LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-13-2023 22:46,508,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),454,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),47,REP,512,1.56,88.67,0.59,9.18,DEM,Charlie Crist (DEM),407,79.49,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,96.83,97.8,Andrew Gillum (DEM) won with 97.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Liberty Square Community Center,2055,Majority Black,Heavily Democrat,78.6,3.6,0.6,82.3,11.3,5.7,Miami
Last updated at 02-13-2023 22:46,509,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),194,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),598,REP,797,0.63,24.34,0.0,75.03,REP,Ron DeSantis (REP),404,50.69,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,14.9,56.2,Ron DeSantis (REP) won with 56.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,The Universal Church of The Kingdom of God,1871,Majority Hispanic,Other,26.7,40.7,4.7,0.6,89.1,5.6,Miami
Last updated at 02-13-2023 22:46,510,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),126,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),330,REP,459,0.44,27.45,0.22,71.9,REP,Ron DeSantis (REP),204,44.44,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,10.65,54.6,Ron DeSantis (REP) won with 54.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,The Universal Church of The Kingdom of God,1053,Majority Hispanic,Other,25.1,35.6,4.9,0.9,86.2,7.9,Miami
Last updated at 02-13-2023 22:46,511,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),467,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),57,REP,534,1.31,87.45,0.56,10.67,DEM,Charlie Crist (DEM),410,76.78,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,92.88,96.3,Andrew Gillum (DEM) won with 96.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jordan Grove Baptist Church,1799,Majority Black,Heavily Democrat,75.8,4.4,1.4,79,14.4,5.2,Miami
Last updated at 02-13-2023 22:46,512,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),508,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),89,REP,610,1.8,83.28,0.33,14.59,DEM,Charlie Crist (DEM),419,68.69,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,93.59,96.3,Andrew Gillum (DEM) won with 96.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Paul Institutional AME Church,1720,Majority Black,Heavily Democrat,75.2,5.5,1,70.8,22.8,5.4,Miami
Last updated at 02-13-2023 22:46,514,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),458,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),86,REP,553,1.45,82.82,0.18,15.55,DEM,Charlie Crist (DEM),372,67.27,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,86.99,93.0,Andrew Gillum (DEM) won with 93% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,iTech @ Thomas A. Edison Educational Center,1805,Majority Black,Heavily Democrat,72,6,3.7,68.4,20.2,7.7,Miami
Last updated at 02-13-2023 22:46,515,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),396,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),119,REP,520,0.77,76.15,0.19,22.88,DEM,Charlie Crist (DEM),277,53.27,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,84.73,92.0,Andrew Gillum (DEM) won with 92% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Toussaint Louverture Elementary School,1738,Majority Black,Heavily Democrat,62.4,8.7,9.3,53.8,28.8,8.2,Miami
Last updated at 02-13-2023 22:46,516,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),580,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),323,REP,908,0.33,63.88,0.22,35.57,DEM,Charlie Crist (DEM),257,28.3,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,48.49,74.1,Andrew Gillum (DEM) won with 74.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Morningside Park,1592,Other,Other,44.4,19,47.4,6.8,35.1,10.7,Miami
Last updated at 02-13-2023 22:46,517,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),325,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),99,REP,428,0.7,75.93,0.23,23.13,DEM,Charlie Crist (DEM),226,52.8,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,73.83,86.5,Andrew Gillum (DEM) won with 86.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Arthur E. Teele Jr Community Center,1265,Other,Heavily Democrat,56.7,9.1,22.5,34.2,32.6,10.6,Miami
Last updated at 02-13-2023 22:46,518,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),487,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),104,REP,596,0.84,81.71,0.0,17.45,DEM,Charlie Crist (DEM),383,64.26,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,80.09,89.7,Andrew Gillum (DEM) won with 89.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,The Church of God of Prophecy Miami #24,1560,Other,Heavily Democrat,65.3,7.4,17.7,42.2,32.8,7.4,Miami
Last updated at 02-13-2023 22:46,519,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),559,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),86,REP,656,1.37,85.21,0.3,13.11,DEM,Charlie Crist (DEM),473,72.1,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,91.02,95.1,Andrew Gillum (DEM) won with 95.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Shadowlawn Elementary School,1881,Majority Black,Heavily Democrat,69.3,5.7,8.8,61.5,22.1,7.7,Miami
Last updated at 02-13-2023 22:46,520,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),869,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),101,REP,988,1.32,87.96,0.51,10.22,DEM,Charlie Crist (DEM),768,77.73,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,93.95,96.9,Andrew Gillum (DEM) won with 96.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Carrie P. Meek Art Center,2818,Majority Black,Heavily Democrat,75.5,4.4,1.9,73,19.5,5.6,Miami
Last updated at 02-13-2023 22:46,521,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),645,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),106,REP,761,0.79,84.76,0.53,13.93,DEM,Charlie Crist (DEM),539,70.83,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,92.89,95.9,Andrew Gillum (DEM) won with 95.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Edison Towers,2187,Majority Black,Heavily Democrat,75.5,6.1,1.9,72.6,20.3,5.3,Miami
Last updated at 02-13-2023 22:46,522,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),861,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),165,REP,1041,1.34,82.71,0.1,15.85,DEM,Charlie Crist (DEM),696,66.86,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,86.91,93.3,Andrew Gillum (DEM) won with 93.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Moore Park,2906,Majority Black,Heavily Democrat,71.3,7.2,2.5,62.6,28.8,6.1,Miami
Last updated at 02-13-2023 22:46,523,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),271,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),126,REP,402,1.0,67.41,0.25,31.34,DEM,Charlie Crist (DEM),145,36.07,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,71.95,85.7,Andrew Gillum (DEM) won with 85.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ebenezer United Methodist Church,1343,Majority Hispanic,Heavily Democrat,55.3,13.7,2.8,25.8,64,7.4,Miami
Last updated at 02-13-2023 22:46,524,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),488,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),421,REP,918,0.76,53.16,0.22,45.86,DEM,Charlie Crist (DEM),67,7.3,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,33.09,66.2,Andrew Gillum (DEM) won with 66.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coral Way K-8 Center,1741,Majority Hispanic,Other,35.1,25.4,27.7,2.7,60.4,9.2,Miami
Last updated at 02-13-2023 22:46,526,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),87,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),144,REP,233,0.86,37.34,0.0,61.8,REP,Ron DeSantis (REP),57,24.46,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,9.72,53.8,Andrew Gillum (DEM) won with 53.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Curtis Park Community House,642,Majority Hispanic,Other,33.3,31.2,5.8,2.2,85.4,6.7,Miami
Last updated at 02-13-2023 22:46,527,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),28,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),51,REP,81,2.47,34.57,0.0,62.96,REP,Ron DeSantis (REP),23,28.4,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,11.51,55.4,Andrew Gillum (DEM) won with 55.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Juan P. Duarte Park,319,Majority Hispanic,Other,36.7,20.4,1.9,6.3,83.1,8.8,Miami
Last updated at 02-13-2023 22:46,528,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),203,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),217,REP,424,0.24,47.88,0.71,51.18,REP,Ron DeSantis (REP),14,3.3,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,41.59,69.7,Andrew Gillum (DEM) won with 69.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Allapattah Branch Library,1314,Majority Hispanic,Other,43.7,23.1,3.2,9.7,82.6,4.4,Miami
Last updated at 02-13-2023 22:46,529,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),514,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),324,REP,853,1.06,60.26,0.7,37.98,DEM,Charlie Crist (DEM),190,22.27,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,59.66,78.7,Andrew Gillum (DEM) won with 78.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jose De Diego Middle School,3348,Majority Hispanic,Other,49.7,16,3.9,17.2,72.8,6.1,Miami
Last updated at 02-13-2023 22:46,530,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),166,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),86,REP,252,0.0,65.87,0.0,34.13,DEM,Charlie Crist (DEM),80,31.75,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,47.97,74.0,Andrew Gillum (DEM) won with 74% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Comstock Elementary School,537,Other,Other,42.1,18.4,33.3,10.1,43.4,13.2,Miami
Last updated at 02-13-2023 22:46,531,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),434,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),235,REP,683,1.9,63.54,0.15,34.41,DEM,Charlie Crist (DEM),199,29.14,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,65.73,81.8,Andrew Gillum (DEM) won with 81.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Claude Pepper Community Center II,2820,Other,Heavily Democrat,55.7,12.9,7,44.5,39.9,8.6,Miami
Last updated at 02-13-2023 22:46,532,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),342,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),112,REP,454,0.0,75.33,0.0,24.67,DEM,Charlie Crist (DEM),230,50.66,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,69.85,84.8,Andrew Gillum (DEM) won with 84.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Christ Episcopal Church,727,Other,Heavily Democrat,54.7,13.6,48.3,24.2,20.8,6.7,Miami
Last updated at 02-13-2023 22:46,533,Carmen Jackie Gimenez (NPA),19,NPA,Charlie Crist (DEM),905,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),198,REP,1127,1.69,80.3,0.44,17.57,DEM,Charlie Crist (DEM),707,62.73,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,88.82,94.1,Andrew Gillum (DEM) won with 94.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Culmer Neighborhood Service Center,3877,Majority Black,Heavily Democrat,67.8,7.4,6.1,65.7,21.1,7.1,Miami
Last updated at 02-13-2023 22:46,534,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),796,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),617,REP,1419,0.35,56.1,0.07,43.48,DEM,Charlie Crist (DEM),179,12.61,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,52.82,76.0,Andrew Gillum (DEM) won with 76% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Fire Station #2,3950,Other,Other,33.9,19,36,9.1,42.9,12.1,Miami
Last updated at 02-13-2023 22:46,535,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),231,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),139,REP,380,2.63,60.79,0.0,36.58,DEM,Charlie Crist (DEM),92,24.21,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,57.09,77.4,Andrew Gillum (DEM) won with 77.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Paul Laurence Dunbar K-8 Center,1355,Majority Hispanic,Heavily Democrat,52.3,14.5,11.7,18.5,62.2,7.6,Miami
Last updated at 02-13-2023 22:46,536,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),176,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),72,REP,248,0.0,70.97,0.0,29.03,DEM,Charlie Crist (DEM),104,41.94,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,69.7,83.7,Andrew Gillum (DEM) won with 83.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Phillis Wheatley Elementary School,923,Other,Heavily Democrat,51.2,11.9,19.6,23.6,46.8,10,Miami
Last updated at 02-13-2023 22:46,537,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),111,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),51,REP,162,0.0,68.52,0.0,31.48,DEM,Charlie Crist (DEM),60,37.04,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,65.06,82.1,Andrew Gillum (DEM) won with 82.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Wynwood Community Resource Center,674,Majority Hispanic,Heavily Democrat,55.3,12,14.4,24.8,51.9,8.9,Miami
Last updated at 02-13-2023 22:46,538,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1513,DEM,Hector Roos (LPF),12,LPF,Ron DeSantis (REP),827,REP,2362,0.42,64.06,0.51,35.01,DEM,Charlie Crist (DEM),686,29.04,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,63.55,81.6,Andrew Gillum (DEM) won with 81.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Temple Israel of Greater Miami,5809,Other,Other,40.6,16.3,37.5,6.4,44.4,11.7,Miami
Last updated at 02-13-2023 22:46,540,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),5,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),6,REP,11,0.0,45.45,0.0,54.55,REP,Ron DeSantis (REP),1,9.09,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,40.0,70.0,Andrew Gillum (DEM) won with 70% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Comstock Elementary School,20,Majority Hispanic,Other,20,15,15,10,60,15,Miami
Last updated at 02-13-2023 22:46,541,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),1077,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),1191,REP,2275,0.22,47.34,0.09,52.35,REP,Ron DeSantis (REP),114,5.01,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,28.21,63.4,Andrew Gillum (DEM) won with 63.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,First Presbyterian Church,4841,Other,Other,29.2,24.7,42.2,3.1,42.8,11.9,Miami
Last updated at 02-13-2023 22:46,542,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),0,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),1,REP,1,0.0,0.0,0.0,100.0,REP,Ron DeSantis (REP),1,100.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,N/A,N/A,0.0,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jack Orr Senior Center,2,Other,Heavily Republican,0,50,0,0,50,50,Miami
Last updated at 02-13-2023 22:46,543,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),425,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),516,REP,955,0.73,44.5,0.73,54.03,REP,Ron DeSantis (REP),91,9.53,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,24.72,61.0,Andrew Gillum (DEM) won with 61% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,H U D,3173,Majority Hispanic,Other,37.9,25.4,5.5,4.3,83.4,6.7,Miami
Last updated at 02-13-2023 22:46,544,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),1000,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),656,REP,1666,0.18,60.02,0.42,39.38,DEM,Charlie Crist (DEM),344,20.65,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,50.66,74.9,Andrew Gillum (DEM) won with 74.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Trinity Cathedral Hall,3697,Other,Other,38,19.4,44.7,6.8,36,12.4,Miami
Last updated at 02-13-2023 22:46,545,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),475,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),959,REP,1447,0.48,32.83,0.41,66.28,REP,Ron DeSantis (REP),484,33.45,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,7.64,53.0,Andrew Gillum (DEM) won with 53% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Police Benevolent Association,3665,Majority Hispanic,Other,31.4,32.8,7.1,3.4,83.1,6.5,Miami
Last updated at 02-13-2023 22:46,546,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),602,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),319,REP,922,0.0,65.29,0.11,34.6,DEM,Charlie Crist (DEM),283,30.69,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,39.11,69.0,Andrew Gillum (DEM) won with 69% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami City Hall,1367,Majority White,Other,45.1,20.8,59.4,1.2,30.1,9.4,Miami
Last updated at 02-13-2023 22:46,547,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),105,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),164,REP,274,0.73,38.32,1.09,59.85,REP,Ron DeSantis (REP),59,21.53,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,7.95,53.2,Andrew Gillum (DEM) won with 53.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Fire Station #7,726,Majority Hispanic,Other,31.8,33.2,9.5,4.1,79.3,7,Miami
