BASE_PRECINCT,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
613,Andrew Gillum (DEM),DEM,6.50,53.1,Andrew Gillum (DEM) won with 53.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ponce De Leon Middle School,1689,Other,Other,31.6,33.9,44.8,2.1,44,9,Coral Gables
614,Ron DeSantis (REP) and Andrew Gillum (DEM),TIED,0.00,49.7,Ron DeSantis (REP) and Andrew Gillum (DEM) were tied with 49.7% votes each in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coral Gables Fire Station #2,1262,Majority Hispanic,Other,29.8,38.3,40.2,0.8,50.5,8.6,Coral Gables
615,Ron DeSantis (REP),REP,5.41,52.5,Ron DeSantis (REP) won with 52.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coco Plum Woman's Club,1775,Other,Other,30,40,43.8,0.3,49.5,6.4,Coral Gables
616,Andrew Gillum (DEM),DEM,3.34,51.4,Andrew Gillum (DEM) won with 51.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Chamber South,1443,Majority White,Other,33.1,34.7,51.4,1.4,38.1,9.1,Pinecrest
617,Ron DeSantis (REP),REP,18.67,59.1,Ron DeSantis (REP) won with 59.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coral Gables Fire Station #3,3292,Other,Other,25.9,43.8,46,0.8,45.9,7.3,Coral Gables
618,Ron DeSantis (REP),REP,13.50,56.5,Ron DeSantis (REP) won with 56.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Pinecrest Branch Library,1257,Majority White,Other,28.3,40.3,51.9,0.9,39.5,7.7,Coral Gables
621,Andrew Gillum (DEM),DEM,52.18,75.9,Andrew Gillum (DEM) won with 75.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gibson Bethel Community Center,2657,Other,Heavily Democrat,52.3,18.9,25,31.2,33.1,10.8,South Miami
622,Ron DeSantis (REP),REP,9.92,54.5,Ron DeSantis (REP) won with 54.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Cristiana Comunidad de Esperanza,154,Majority Hispanic,Other,27.9,45.5,35.1,0,60.4,4.5,South Miami
623,Andrew Gillum (DEM),DEM,9.84,54.5,Andrew Gillum (DEM) won with 54.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,One City Church,670,Other,Other,37.9,33.4,44.9,2.1,45.7,7.3,South Miami
624,Andrew Gillum (DEM),DEM,21.31,60.1,Andrew Gillum (DEM) won with 60.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Knights of Columbus Miami Council 1749,1486,Other,Other,33.5,24,39.1,1.8,48.9,10.2,Miami
625,Andrew Gillum (DEM),DEM,24.66,62.1,Andrew Gillum (DEM) won with 62.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coral Pine Park,2222,Other,Other,38.1,28.7,39.9,2.1,47.3,10.7,Pinecrest
626,Ron DeSantis (REP),REP,1.39,50.2,Ron DeSantis (REP) won with 50.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Christ The King Lutheran Church,622,Majority White,Other,30.7,40.5,53.9,1,37.1,8,Coral Gables
627,Andrew Gillum (DEM),DEM,8.83,54.1,Andrew Gillum (DEM) won with 54.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendall United Methodist Church,2099,Other,Other,33.7,33.6,45.8,1.6,44,8.6,Pinecrest
628,Ron DeSantis (REP),REP,3.30,51.5,Ron DeSantis (REP) won with 51.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Palmetto Senior High Community School,1255,Other,Other,31.7,36.2,46.9,1.7,39.3,12.2,Pinecrest
630,Andrew Gillum (DEM),DEM,2.44,51.0,Andrew Gillum (DEM) won with 51% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Palmetto Elementary School,1674,Other,Other,30.7,37.3,46.5,1.9,42.1,9.6,Pinecrest
631,Andrew Gillum (DEM),DEM,6.81,53.2,Andrew Gillum (DEM) won with 53.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Palmetto Middle School,843,Majority White,Other,36.2,35.5,54.2,0.8,35.7,9.3,Pinecrest
632,Andrew Gillum (DEM),DEM,10.44,54.7,Andrew Gillum (DEM) won with 54.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Bet Shira Congregation,2226,Other,Other,35,33.2,46.8,2,41.2,10.1,Pinecrest
633,Andrew Gillum (DEM),DEM,22.66,61.0,Andrew Gillum (DEM) won with 61% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Wesley United Methodist Church,2387,Majority Hispanic,Other,33.7,27.4,22,1.9,68.6,7.5,Coral Gables
634,Andrew Gillum (DEM),DEM,88.78,93.9,Andrew Gillum (DEM) won with 93.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Elizabeth Virrick Park,317,Majority Black,Heavily Democrat,74.1,5.7,11,70.7,12.3,6,Coral Gables
635,Andrew Gillum (DEM),DEM,5.95,53.0,Andrew Gillum (DEM) won with 53% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade Water & Sewer Authority,223,Majority White,Other,39,25.6,53.4,0.9,39.5,6.3,Coral Gables
636,Andrew Gillum (DEM),DEM,5.45,52.2,Andrew Gillum (DEM) won with 52.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coral Gables War Memorial Youth Center,3056,Majority Hispanic,Other,33.5,34,39.3,1.7,52,7,Coral Gables
640,Andrew Gillum (DEM),DEM,33.87,66.3,Andrew Gillum (DEM) won with 66.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Watsco Center at University of Miami,2370,Other,Other,37.6,25.1,47.8,6,20.5,25.7,Coral Gables
641,Andrew Gillum (DEM),DEM,14.70,57.1,Andrew Gillum (DEM) won with 57.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Riviera Presbyterian Church,2438,Majority White,Other,37.7,31.6,50.8,1.2,39.2,8.8,Unincorporated M-D
642,Andrew Gillum (DEM),DEM,23.00,61.5,Andrew Gillum (DEM) won with 61.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,One City Church,628,Majority Hispanic,Other,33.6,26.6,37.4,2.7,50.3,9.6,Unincorporated M-D
643,Andrew Gillum (DEM),DEM,10.41,54.6,Andrew Gillum (DEM) won with 54.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Central Christian Church of Dade County,1235,Majority Hispanic,Other,34.5,33.3,24.9,1.4,67.4,6.3,Unincorporated M-D
644,Andrew Gillum (DEM),DEM,28.47,63.9,Andrew Gillum (DEM) won with 63.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,American Legion Post #98,763,Other,Other,40.4,27,42.9,0.9,47.6,8.7,Coral Gables
646,Andrew Gillum (DEM),DEM,21.64,60.8,Andrew Gillum (DEM) won with 60.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Pinecrest Branch Library,229,Majority White,Other,40.6,32.8,59.8,0,34.1,6.1,Coral Gables
648,Andrew Gillum (DEM),DEM,56.36,78.2,Andrew Gillum (DEM) won with 78.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Christ The King Lutheran Church,70,Other,Other,45.7,8.6,48.6,0,17.1,34.3,Pinecrest
649,Andrew Gillum (DEM),DEM,18.46,58.9,Andrew Gillum (DEM) won with 58.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Palmetto Senior High Community School,1109,Majority White,Other,39.9,29.9,50.2,1.2,38.7,9.9,Pinecrest
650,Andrew Gillum (DEM),DEM,10.39,54.9,Andrew Gillum (DEM) won with 54.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Palmetto Middle School,427,Majority White,Other,34.4,32.8,51.8,0.9,40.5,6.8,Pinecrest
651,Andrew Gillum (DEM),DEM,12.46,54.7,Andrew Gillum (DEM) won with 54.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Cristiana Comunidad de Esperanza,564,Majority Hispanic,Other,35.5,33.2,25.5,0.9,66.7,6.9,South Miami
652,Andrew Gillum (DEM),DEM,5.13,52.6,Andrew Gillum (DEM) won with 52.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Cristiana Comunidad de Esperanza,580,Majority Hispanic,Other,30.2,35.3,30.9,0.5,62.1,6.6,South Miami
653,Ron DeSantis (REP),REP,3.40,51.4,Ron DeSantis (REP) won with 51.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,One City Church,767,Other,Other,29.6,36.1,48.2,1.4,42.2,8.1,South Miami
655,Ron DeSantis (REP) and Andrew Gillum (DEM),TIED,0.00,50.0,Ron DeSantis (REP) and Andrew Gillum (DEM) were tied with 50% votes each in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jack Orr Senior Center,7,Majority Hispanic,Heavily Democrat,57.1,14.3,28.6,14.3,57.1,0,Miami
656,Andrew Gillum (DEM),DEM,27.11,62.4,Andrew Gillum (DEM) won with 62.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jack Orr Senior Center,684,Majority Hispanic,Other,37.4,27.5,7.5,9.4,77.6,5.6,Miami
658,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Trinity Cathedral Hall,146,Other,Other,36.3,17.8,47.3,9.6,24,19.2,N/A
659,Andrew Gillum (DEM),DEM,40.81,70.2,Andrew Gillum (DEM) won with 70.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Trinity Cathedral Hall,440,Majority White,Other,37.7,24.3,57.7,0.9,31.4,10,Miami
667,Andrew Gillum (DEM),DEM,7.47,53.4,Andrew Gillum (DEM) won with 53.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Shenandoah Branch Library,1377,Majority Hispanic,Other,30.5,36.7,18.5,1.2,73.1,7.2,Miami
668,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
669,Andrew Gillum (DEM),DEM,11.62,54.6,Andrew Gillum (DEM) won with 54.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Adventista del Septimo Dia,2477,Majority Hispanic,Other,34.9,30.1,5.1,4.6,84.9,5.3,Miami
670,Ron DeSantis (REP),REP,10.38,54.5,Ron DeSantis (REP) won with 54.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade County Auditorium,3138,Majority Hispanic,Other,28.3,36.3,5.5,0.9,87.3,6.3,Miami
672,Andrew Gillum (DEM),DEM,5.25,52.3,Andrew Gillum (DEM) won with 52.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,David Fairchild Elementary School,1501,Majority Hispanic,Other,34.6,34.2,31.7,1.5,60.4,6.5,Unincorporated M-D
673,Andrew Gillum (DEM),DEM,66.21,81.9,Andrew Gillum (DEM) won with 81.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gibson Bethel Community Center,499,Other,Heavily Democrat,55.9,18.4,24,33.5,31.1,11.4,Unincorporated M-D
674,Andrew Gillum (DEM),DEM,14.04,56.6,Andrew Gillum (DEM) won with 56.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Cristiana Comunidad de Esperanza,1000,Majority Hispanic,Other,37.3,34.6,41.5,1.1,50.5,6.9,Unincorporated M-D
693,Andrew Gillum (DEM),DEM,16.15,57.5,Andrew Gillum (DEM) won with 57.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Christina M. Eve Elementary School,2147,Majority Hispanic,Other,31.5,27.2,8.2,3.6,80.1,8.2,Unincorporated M-D
694,Andrew Gillum (DEM),DEM,12.54,55.8,Andrew Gillum (DEM) won with 55.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Christina M. Eve Elementary School,3386,Majority Hispanic,Other,29.4,30.5,9.4,4.4,77,9.1,Unincorporated M-D
695,Andrew Gillum (DEM),DEM,1.28,49.9,Andrew Gillum (DEM) won with 49.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Herbert A. Ammons Middle School,3404,Majority Hispanic,Other,27.9,36,9.2,5,78.6,7.3,Unincorporated M-D
696,Andrew Gillum (DEM),DEM,25.52,62.3,Andrew Gillum (DEM) won with 62.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kenwood K-8 Center,4169,Majority Hispanic,Other,35.5,28.3,29.1,4.6,56.9,9.4,Unincorporated M-D
697,Ron DeSantis (REP),REP,3.19,51.2,Ron DeSantis (REP) won with 51.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jane S. Roberts K-8 Center,2601,Majority Hispanic,Other,27.8,38.9,11,1.7,80.4,7,Unincorporated M-D
699,Andrew Gillum (DEM),DEM,25.88,62.7,Andrew Gillum (DEM) won with 62.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendall Breeze HOA,1494,Majority Hispanic,Other,31.9,29.4,19.1,4.4,62.6,13.9,Unincorporated M-D
700,Andrew Gillum (DEM),DEM,15.20,57.1,Andrew Gillum (DEM) won with 57.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Jorge Mas Canosa Middle School,1215,Majority Hispanic,Other,33.1,30.5,9.7,8.1,71.5,10.6,Unincorporated M-D
701,Ron DeSantis (REP),REP,16.56,57.7,Ron DeSantis (REP) won with 57.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Bowman Ashe/ Doolin K-8 Academy,3271,Majority Hispanic,Other,22.4,42.3,6.8,0.9,86.3,6,Unincorporated M-D
702,Ron DeSantis (REP),REP,7.17,52.8,Ron DeSantis (REP) won with 52.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Lake of the Meadows Recreation Center,2519,Majority Hispanic,Other,23.8,37.5,10.4,1.3,81.2,7.1,Unincorporated M-D
703,Andrew Gillum (DEM),DEM,8.21,53.3,Andrew Gillum (DEM) won with 53.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ramblewood Condominium,3547,Majority Hispanic,Other,28.2,33.8,8,1.7,84.2,6.2,Unincorporated M-D
704,Ron DeSantis (REP),REP,25.77,62.2,Ron DeSantis (REP) won with 62.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Bent Tree Elementary School,2417,Majority Hispanic,Other,20.8,45.9,7,0.6,86,6.5,Unincorporated M-D
705,Ron DeSantis (REP),REP,13.64,56.0,Ron DeSantis (REP) won with 56% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade County Fire Station #37,2933,Majority Hispanic,Other,24,41.9,9.5,1.2,83.1,6.2,Unincorporated M-D
706,Ron DeSantis (REP),REP,25.29,62.0,Ron DeSantis (REP) won with 62% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Elim Missionary Assembly,2991,Majority Hispanic,Other,21.7,45.1,8.3,0.4,85.8,5.5,Unincorporated M-D
707,Ron DeSantis (REP),REP,52.13,76.0,Ron DeSantis (REP) won with 76% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,German American Social Club,849,Majority Hispanic,Heavily Republican,16.4,53.1,16.1,1.2,76.1,6.6,Unincorporated M-D
708,Ron DeSantis (REP),REP,25.30,61.9,Ron DeSantis (REP) won with 61.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Royal Palm Elementary School,2923,Majority Hispanic,Other,21.9,45.1,9.8,0.4,83.4,6.3,Unincorporated M-D
710,Ron DeSantis (REP),REP,30.13,64.5,Ron DeSantis (REP) won with 64.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Westwood Park,2040,Majority Hispanic,Other,22.8,45.7,14.8,0.3,79.4,5.5,Unincorporated M-D
711,Ron DeSantis (REP),REP,2.16,50.6,Ron DeSantis (REP) won with 50.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Devon Aire K-8 Center,3847,Majority Hispanic,Other,27.7,38,16.7,2.5,73.7,7.1,Unincorporated M-D
712,Ron DeSantis (REP),REP,33.49,65.9,Ron DeSantis (REP) won with 65.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Saint Timothy Catholic Church,2282,Majority Hispanic,Other,20.6,47.2,15.3,0.5,78,6.2,Unincorporated M-D
713,Ron DeSantis (REP),REP,22.66,60.9,Ron DeSantis (REP) won with 60.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Tropical Estates Recreation Center,2744,Majority Hispanic,Other,21.2,46,9.9,0.3,84.1,5.6,Unincorporated M-D
714,Ron DeSantis (REP),REP,32.09,65.5,Ron DeSantis (REP) won with 65.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Tropical Estates Recreation Center,2131,Majority Hispanic,Other,23.6,47.8,16.2,0.5,78.6,4.6,Unincorporated M-D
715,Ron DeSantis (REP),REP,25.56,62.1,Ron DeSantis (REP) won with 62.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Southwest Miami Senior High School,2319,Majority Hispanic,Other,23,48.7,16.1,0.2,77.8,5.9,Unincorporated M-D
716,Ron DeSantis (REP),REP,35.81,67.7,Ron DeSantis (REP) won with 67.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Tropical Park Community Center,1809,Majority Hispanic,Heavily Republican,20.1,51.8,16.1,0.3,78.5,5.1,Unincorporated M-D
717,Andrew Gillum (DEM),DEM,12.21,55.5,Andrew Gillum (DEM) won with 55.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,South Miami Senior High School,3067,Majority Hispanic,Other,31.1,34.9,25.8,2.3,64.2,7.7,Unincorporated M-D
718,Ron DeSantis (REP),REP,22.87,60.8,Ron DeSantis (REP) won with 60.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Elk's Lodge #948,2316,Majority Hispanic,Other,23.9,48.1,16.3,1.6,75.2,7,Unincorporated M-D
719,Ron DeSantis (REP),REP,15.74,57.6,Ron DeSantis (REP) won with 57.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Unitarian Universalist Congregation,1902,Majority Hispanic,Other,26.6,45.1,31.6,1.5,60.7,6.2,Unincorporated M-D
720,Ron DeSantis (REP),REP,35.90,67.5,Ron DeSantis (REP) won with 67.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Alpha & Omega Church,1802,Majority Hispanic,Heavily Republican,19.4,54.5,25.5,1.1,68.2,5.2,Unincorporated M-D
721,Andrew Gillum (DEM),DEM,2.85,50.8,Andrew Gillum (DEM) won with 50.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kings Creek Village Recreation Center,3564,Majority Hispanic,Other,31.6,37.5,25.4,2.1,65.3,7.1,Unincorporated M-D
723,Ron DeSantis (REP),REP,22.69,60.6,Ron DeSantis (REP) won with 60.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendall Branch Library,1983,Majority Hispanic,Other,25.1,49.7,22.7,0.6,72.2,4.4,Unincorporated M-D
725,Ron DeSantis (REP),REP,14.88,56.9,Ron DeSantis (REP) won with 56.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Blue Lakes Elementary School,1901,Majority Hispanic,Other,24.5,46.3,22,1.1,69.5,7.4,Unincorporated M-D
726,Ron DeSantis (REP),REP,25.26,62.2,Ron DeSantis (REP) won with 62.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Snapper Creek Elementary School,1095,Majority Hispanic,Other,23.4,45.7,14.8,0.7,78.5,5.9,Unincorporated M-D
727,Andrew Gillum (DEM),DEM,8.99,53.9,Andrew Gillum (DEM) won with 53.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sunset Park Elementary School,1442,Majority Hispanic,Other,31.6,37.3,27,1.3,64.4,7.4,Unincorporated M-D
728,Andrew Gillum (DEM),DEM,20.10,59.3,Andrew Gillum (DEM) won with 59.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ruth Owens Kruse Educational Center,3127,Majority Hispanic,Other,33.3,33.2,21.4,2.1,70.1,6.4,Unincorporated M-D
729,Andrew Gillum (DEM),DEM,8.66,53.5,Andrew Gillum (DEM) won with 53.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Terra Environmental Research Institute,2334,Majority Hispanic,Other,31.3,35.3,17.7,1.8,71.9,8.6,Unincorporated M-D
730,Andrew Gillum (DEM),DEM,19.58,59.3,Andrew Gillum (DEM) won with 59.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Snapper Creek Townhouse Recreation Center,3102,Majority Hispanic,Other,33.5,29.4,17.2,1.8,74.6,6.4,Unincorporated M-D
731,Ron DeSantis (REP),REP,17.73,58.2,Ron DeSantis (REP) won with 58.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Cypress Elementary School,1909,Majority Hispanic,Other,22.7,45.2,16.3,0.3,77.8,5.5,Unincorporated M-D
